left_elbow_angle,right_elbow_angle,label,source
150.53757,159.81268,pullup_down,114
145.3093,164.90807,pullup_down,114
145.44691,164.9789,pullup_down,114
146.3192,166.60715,pullup_down,114
147.69777,167.00201,pullup_down,114
91.69874,98.15594,pullup_up,114
88.51926,97.15796,pullup_up,114
137.67502,162.38203,pullup_down,114
147.74982,163.13379,pullup_down,114
147.03502,158.95224,pullup_down,114
141.85706,164.91002,pullup_down,114
142.07109,164.95474,pullup_down,114
144.01736,166.8488,pullup_down,114
141.86037,167.0577,pullup_down,114
82.32853,95.49868,pullup_up,114
86.46813,93.367424,pullup_up,114
149.38637,161.66164,pullup_down,114
146.66188,161.63257,pullup_down,114
143.31514,164.71056,pullup_down,114
140.92206,164.28181,pullup_down,114
152.06178,160.88617,pullup_down,114
150.33215,161.30658,pullup_down,114
147.39088,157.30211,pullup_down,114
148.90143,157.14967,pullup_down,114
147.66435,166.25247,pullup_down,114
144.5922,165.33128,pullup_down,114
146.0505,166.29988,pullup_down,114
142.15776,163.94781,pullup_down,114
149.17976,162.26018,pullup_down,114
148.71313,162.84401,pullup_down,114
140.04071,162.30446,pullup_down,114
141.02158,162.54243,pullup_down,114
147.38094,162.5753,pullup_down,114
147.75388,162.3372,pullup_down,114
145.62094,160.42508,pullup_down,114
148.90967,160.85495,pullup_down,114
147.60953,166.11206,pullup_down,114
147.92929,161.8971,pullup_down,114
147.8188,162.73012,pullup_down,114
90.48037,98.6075,pullup_up,114
153.48503,160.90112,pullup_down,114
152.42375,161.74207,pullup_down,114
141.42044,159.22287,pullup_down,114
142.66008,163.3477,pullup_down,114
148.43869,159.63788,pullup_down,115
166.91728,137.42941,pullup_down,115
162.41676,138.18321,pullup_down,115
165.10713,137.14633,pullup_down,115
139.69604,164.24182,pullup_down,115
136.90659,163.3829,pullup_down,115
163.75383,140.23901,pullup_down,115
158.90022,142.75389,pullup_down,115
162.82188,140.97095,pullup_down,115
163.65529,138.3799,pullup_down,115
168.22978,145.432,pullup_down,115
163.77075,149.8091,pullup_down,115
143.74695,157.23825,pullup_down,115
158.01971,152.32132,pullup_down,115
159.06743,149.41742,pullup_down,115
163.3452,142.78596,pullup_down,115
166.95145,151.86082,pullup_down,115
175.10747,146.90341,pullup_down,115
173.94446,140.51823,pullup_down,115
176.8839,143.42741,pullup_down,115
166.75623,148.023,pullup_down,115
168.22794,154.7315,pullup_down,115
168.40154,152.91931,pullup_down,115
167.60202,145.92477,pullup_down,115
158.2186,144.11618,pullup_down,115
153.88641,151.43301,pullup_down,115
91.830956,77.99747,pullup_up,115
164.68762,135.31645,pullup_down,115
164.78036,144.35344,pullup_down,115
170.2634,132.77832,pullup_down,115
171.57103,129.6244,pullup_down,115
160.868,145.75966,pullup_down,115
61.948925,110.06282,pullup_up,115
156.00316,147.9222,pullup_down,115
153.9534,152.4096,pullup_down,115
